eid,eff_doi,title,source,doctype,abstract_status,decision,reason_category,confidence,judged_on,mechanism_family,study_type,performance_reported,one_line
2-s2.0-84944730050,,A parametric simulation study on kinetic envelopes,43rd Ases National Solar Conference 2014 Solar 2014 Including the 39th National Passive Solar Conference and the 2nd Meeting of Young and Emerging Professionals in Renewable Energy,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,movement mechanism but facade context unclear
2-s2.0-84904627935,10.52842/conf.caadria.2014.931,Analysing and visualizing the moving mechanisms of kinetic architecture,Rethinking Comprehensive Design Speculative Counterculture Proceedings of the 19th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2014,Conference Paper,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
2-s2.0-84929431279,10.2749/222137814814069048,Structural mechanization of giant observation wheels,Engineering for Progress Nature and People,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84900562357,10.1145/2559206.2581286,Whirlstools: Kinetic furniture with adaptive affordance,Conference on Human Factors in Computing Systems Proceedings,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84899018727,10.1177/0143624413490177,Effect of building envelope on thermal environmental conditions of a naturally ventilated building block in tropical climate,Building Services Engineering Research and Technology,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84890952775,10.1145/2542266.2542282,Computing with matter,SIGGRAPH Asia 2013 Courses SA 2013,Conference Paper,ok,include,,high,abstract,unclear,simulation,none,facade + physical movement (actuator)
2-s2.0-84889564144,,Responsive façades: Parametric control of moveable tilings,Pertanika Journal of Science and Technology,Article,missing,include,,low,title_only,unclear,simulation,unclear,facade + physical movement (moveable)
2-s2.0-84894123318,,Bio-inspired adaptive stadium façades,Open Systems Proceedings of the 18th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2013,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84891276408,,Multifunctional adaptive façade at iba 2013; design studies for an integral energy harvesting façade shading system,Textile Composites and Inflatable Structures Vi Proceedings of the 6th International Conference on Textile Composites and Inflatable Structures Structures Membranes 2013,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84894140792,,Information storm,Open Systems Proceedings of the 18th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2013,Conference Paper,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
2-s2.0-84891277845,,Advantages of lightweight tensioned coated fabrics and foils façades for the building sector,Textile Composites and Inflatable Structures Vi Proceedings of the 6th International Conference on Textile Composites and Inflatable Structures Structures Membranes 2013,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84891274736,,Textile and film based building envelopes - Light weight and adaptive,Textile Composites and Inflatable Structures Vi Proceedings of the 6th International Conference on Textile Composites and Inflatable Structures Structures Membranes 2013,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84891276041,,Responsive textiles,Textile Composites and Inflatable Structures Vi Proceedings of the 6th International Conference on Textile Composites and Inflatable Structures Structures Membranes 2013,Conference Paper,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
2-s2.0-84886676476,10.26868/25222708.2013.1400,Occupant-proof buildings: Can we design buildings that are robust against occupant behaviour?,Proceedings of Bs 2013 13th Conference of the International Building Performance Simulation Association,Conference Paper,ok,include,,high,abstract,unclear,unclear,multiple,facade + physical movement (movable)
2-s2.0-84886701395,,Definition of a reference office for standardized evaluations of dynamic façade and lighting technologies,Proceedings of Bs 2013 13th Conference of the International Building Performance Simulation Association,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84886712908,10.26868/25222708.2013.1000,Mechanical cooling energy reduction for commercial buildings in hot climates: Effective use of external solar shading incorporating effects on daylight contribution,Proceedings of Bs 2013 13th Conference of the International Building Performance Simulation Association,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84886643381,,Ec-co-gen: An evolutionary simulation assisted design tool for energy rating of buildings in early design stage to optimize the building form Philippe Marin,Proceedings of Bs 2013 13th Conference of the International Building Performance Simulation Association,Conference Paper,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
2-s2.0-84885744168,10.4067/s0717-69962013000200015,Transparent facades: Active and passive,Arq,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84885625875,10.1109/ie.2013.23,No-mech kinetic responsive architecture: Kinetic responsive architecture with no mechanical parts,Proceedings 9th International Conference on Intelligent Environments Ie 2013,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84885225206,10.1145/2493432.2494263,Lumina: A soft kinetic material for morphing architectural skins and organic user interfaces,Ubicomp 2013 Proceedings of the 2013 ACM International Joint Conference on Pervasive and Ubiquitous Computing,Conference Paper,ok,include,,high,abstract,unclear,prototype,daylight,facade + physical movement (actuator; morphing)
2-s2.0-84885224603,10.1145/2494091.2499224,EmoTicSpace: When the built environments get emotional,Ubicomp 2013 Adjunct Adjunct Publication of the 2013 ACM Conference on Ubiquitous Computing,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84884572348,10.1016/j.enbuild.2013.08.027,Facade design principles for nearly zero energy buildings in a cold climate,Energy and Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84884551487,10.1108/ohi-03-2013-b0003,Mass-customized net energy-positive housing for the great lakes region,Open House International,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84884329851,10.1016/j.enbuild.2013.08.033,Energy performance analysis of a solar-cooled building in Tunisia: Passive strategies impact and improvement techniques,Energy and Buildings,Article,ok,include,,high,abstract,unclear,simulation,energy,facade + physical movement (movable)
2-s2.0-84883866070,10.1117/12.2022026,Prismatic louver active façades for natural illumination and thermal energy gain in high-rise and commercial buildings,Proceedings of SPIE the International Society for Optical Engineering,Conference Paper,ok,include,,high,abstract,mechanical,unclear,multiple,facade + physical movement (rotate the prismatic louvers)
2-s2.0-84879495105,10.1016/j.buildenv.2013.05.016,Comparative control strategies for roller shades with respect to daylighting and energy performance,Building and Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84881185942,,Application of flexible façade systems in reducing the lateral displacement of concrete frames subjected to seismic loads,From Materials to Structures Advancement Through Innovation Proceedings of the 22nd Australasian Conference on the Mechanics of Structures and Materials Acmsm 2012,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84881176254,10.1201/b15320-75,Dynamic behaviour of flexible facade systems in tall buildings subjected to wind loads,From Materials to Structures Advancement Through Innovation Proceedings of the 22nd Australasian Conference on the Mechanics of Structures and Materials Acmsm 2012,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84940646839,10.1093/ijlct/ctt015,Adaptive façade design for the daylighting performance in an office building: The investigation of an opening design strategy with cellular automata,International Journal of Low Carbon Technologies,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85138413676,10.1201/b15267-165,An innovative proposal for a deployable shading system,Structures and Architecture New Concepts Applications and Challenges,Book Chapter,ok,include,,high,abstract,origami-deployable,unclear,none,facade + physical movement (deployable; shading system deployable)
2-s2.0-84879110265,10.1016/j.enbuild.2013.05.017,Performance of a daylight-redirecting glass-shading system,Energy and Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84880299383,10.1260/1478-0771.11.2.183,Designing a connected sustainable living environment,International Journal of Architectural Computing,Article,ok,include,,high,abstract,origami-deployable,prototype,none,facade + physical movement (reconfigurable façade)
2-s2.0-84883729570,10.1260/0266-3511.28.2.101,Shapes of miura mesh mechanism with mobility one,International Journal of Space Structures,Article,ok,uncertain_fulltext,,low,abstract,,,,movement mechanism but facade context unclear
2-s2.0-84876850882,10.5555/2500004.2500006,Evaluating the performance robustness of fixed and movable shading devices against diverse occupant behaviors,Simulation Series,Conference Paper,ok,include,,high,abstract,unclear,simulation,multiple,facade + physical movement (movable)
2-s2.0-84876865688,10.5555/2500004.2500022,Simulating nonlinear nano-to-micro scaled material properties and effects at the architectural scale,Simulation Series,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-84876820824,10.5555/2500004.2500018,Choreographic architecture: Inscribing instructions in an auxetic based material system,Simulation Series,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,movement mechanism but facade context unclear
