eid,doi,title,year,source,doctype,oa_concepts,stage1_decision,reason_category,method,signals
2-s2.0-84957548628,10.1016/j.rser.2015.12.246,Dynamic operation of daylighting and shading systems: A literature review,2016,Renewable and Sustainable Energy Reviews,Review,Daylighting:0.937; Electric light:0.718; Architectural engineering:0.661; Computer science:0.631; Control (management):0.48; Efficient energy use:0.479; Energy (signal processing):0.478; Simulation:0.389,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:architect; daylight; shading system
2-s2.0-84975299252,10.1109/LMWC.2016.2574825,Adaptive Envelope Shaping for Low and Medium Power Amplifiers with Dynamic Supply,2016,IEEE Microwave and Wireless Components Letters,Article,Amplifier:0.656; Power (physics):0.598; Envelope (radar):0.513; Electrical engineering:0.468; Electronic engineering:0.445; Physics:0.367; Engineering:0.366; Computer science:0.356,uncertain,soft_motion_facade,ai,soft:adaptive; dynamic | bldg:envelope
2-s2.0-84977548584,10.1109/ICRA.2016.7487700,SoRo-Track: A two-axis soft robotic platform for solar tracking and building-integrated photovoltaic applications,2016,Proceedings IEEE International Conference on Robotics and Automation,Conference Paper,Track (disk drive):0.829; Photovoltaic system:0.747; Actuator:0.7; Flexibility (engineering):0.646; Computer science:0.558; Tracking (education):0.484; Automotive engineering:0.479; Mechanical engineering:0.386,include,kinetic_facade,rule,strong:actuat | bldg:building
2-s2.0-85006210711,10.1016/j.foar.2016.03.002,The Adaptive Solar Facade: From concept to prototypes,2016,Frontiers of Architectural Research,Article,Facade:0.951; Modular design:0.832; Photovoltaic system:0.717; Computer science:0.563; Controller (irrigation):0.545; Process (computing):0.508; Solar tracker:0.464; Architectural engineering:0.42,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:architect; facade
2-s2.0-85008198676,10.1002/wat2.1143,How large is a river? Conceptualizing river landscape signatures and envelopes in four dimensions,2016,Wiley Interdisciplinary Reviews Water,Review,River management:0.496; Ecosystem:0.467; Channel (broadcasting):0.447; Environmental resource management:0.433; Environmental science:0.414; Geography:0.349; Hydrology (agriculture):0.342; Ecology:0.291,uncertain,facade_no_explicit_motion,ai,bldg:envelope
2-s2.0-84964995407,,Toxicity study of Brassica oleracea var. Italica extracts in Sprague Dawley (SD) rats,2016,International Journal of Pharmacognosy and Phytochemical Research,Article,,exclude,biomed_biology,ai_rescreen,
2-s2.0-84968877311,10.1016/B978-0-08-100263-6.00018-6,Smart coatings for textiles in architecture,2016,Active Coatings for Smart Textiles,Book Chapter,Architectural engineering:0.711; Architecture:0.704; Smart material:0.603; Engineering:0.525; Computer science:0.359; Systems engineering:0.347; Nanotechnology:0.187; Materials science:0.131,uncertain,soft_motion_facade,ai,soft:smart | bldg:architect
2-s2.0-84962016886,10.1162/LEON_a_01199,The breathing wall (Brall)—triggering life (in)animate surfaces,2016,Leonardo,Article,Soft robotics:0.616; Human–computer interaction:0.547; Breathing:0.509; Computer science:0.43; Cognitive science:0.424; Aesthetics:0.35; Artificial intelligence:0.335; Art:0.294,exclude,thermal_static,rule,thermal:breathing wall
2-s2.0-84955320928,10.1016/j.enbuild.2016.01.006,A structured approach to overall environmental satisfaction in high-rise residential buildings,2016,Energy and Buildings,Article,Thermal comfort:0.655; Environmental quality:0.557; Feeling:0.486; Architectural engineering:0.428; Psychology:0.406; Applied psychology:0.34; Engineering:0.239; Geography:0.14,uncertain,building_generic,ai,bldg:architect; building; thermal comfort
2-s2.0-84954232103,10.1016/j.solener.2015.12.039,Parametric-based designs for kinetic facades to optimize daylight performance: Comparing rotation and translation kinetic motion for hexagonal facade patterns,2016,Solar Energy,Article,Daylight:0.809; Kinetic energy:0.693; Facade:0.682; Computer science:0.563; Parametric design:0.55; Daylighting:0.506; Parametric statistics:0.487; Simulation:0.411,include,kinetic_facade,rule,strong:kinetic; motion; rotat | bldg:daylight; facade
2-s2.0-84948134987,10.1016/j.rser.2015.10.086,Shape morphing solar shadings: A review,2016,Renewable and Sustainable Energy Reviews,Review,Morphing:0.919; Computer science:0.328; Computer graphics (images):0.186,include,kinetic_facade,rule,strong:morph | bldg:solar shading
2-s2.0-84954063411,10.1109/MIAS.2015.2459097,A Fuzzy-Based Building Automation Control System: Optimizing the Level of Energy Performance and Comfort in an Office Space by Taking Advantage of Building Automation Systems and Solar Energy,2016,IEEE Industry Applications Magazine,Article,Building automation:0.662; Engineering:0.558; Daylight:0.527; Architectural engineering:0.522; Automation:0.479; Efficient energy use:0.478; Fuzzy logic:0.452; Control engineering:0.441,uncertain,building_generic,ai,bldg:architect; building; daylight
2-s2.0-85007134380,10.1002/ese3.115,Parametric analysis and systems design of dynamic photovoltaic shading modules,2016,Energy Science and Engineering,Article,Shading:0.81; Photovoltaic system:0.716; Building-integrated photovoltaics:0.713; Photovoltaics:0.7; Parametric statistics:0.463; Computer science:0.463; Engineering:0.3; Electrical engineering:0.21,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:building
2-s2.0-84964791020,10.1145/2874358,Deformation lamps: A projection technique to make static objects perceptually dynamic,2016,ACM Transactions on Applied Perception,Article,Computer vision:0.771; Artificial intelligence:0.745; Luminance:0.697; Computer science:0.649; Gloss (optics):0.609; Projection (relational algebra):0.535; Pixel:0.522; Computer graphics (images):0.397,exclude,medical_graphics,ai_rescreen,soft:dynamic
2-s2.0-84964849415,10.1145/2856400.2876007,Adaptive deferred shading,2016,Proceedings 20th ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games I3d 2016,Conference Paper,Shading:0.977; Shader:0.925; Rendering (computer graphics):0.799; Computer science:0.743; Computer graphics (images):0.532,exclude,medical_graphics,ai_rescreen,soft:adaptive
2-s2.0-84951733541,10.1016/j.apenergy.2015.10.123,New equivalent parameters for thermal characterization of opaque building envelope components under dynamic conditions,2016,Applied Energy,Article,Opacity:0.796; Envelope (radar):0.698; Building envelope:0.69; Characterization (materials science):0.658; Thermal:0.602; Environmental science:0.408; Materials science:0.402; Structural engineering:0.355,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:building; envelope
2-s2.0-84960941126,10.1016/j.coviro.2016.02.007,Interspecies transmission and chikungunya virus emergence,2016,Current Opinion in Virology,Review,Chikungunya:0.947; Enzootic:0.898; Biology:0.814; Aedes albopictus:0.754; Virology:0.714; Transmission (telecommunications):0.686; Vector (molecular biology):0.605; Virus:0.593,exclude,biomed_biology,ai_rescreen,
2-s2.0-84930357742,10.1080/17512549.2015.1040071,Adaptation of London's social housing to climate change through retrofit: a holistic evaluation approach,2016,Advances in Building Energy Research,Article,Overheating (electricity):0.95; Climate change:0.683; Environmental science:0.631; Stock (firearms):0.571; Natural ventilation:0.451; Louver:0.437; Thermal comfort:0.425; Natural resource economics:0.393,uncertain,facade_no_explicit_motion,ai,bldg:louver; thermal comfort
2-s2.0-85006059028,10.1016/j.egypro.2016.06.218,"Adaptive Façade: Concept, Applications, Research Questions",2016,Energy Procedia,Conference Paper,Computer science:0.547; Architectural engineering:0.49; Adaptive strategies:0.451; Adaptive behaviour:0.432; Systems engineering:0.43; Risk analysis (engineering):0.411; Engineering:0.325; Business:0.115,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:architect; façade
2-s2.0-84978285990,10.1007/978-3-319-40542-1_72,Sync-BIM: The interactive BIM-based platform for controlling data-driven kinetic façade,2016,Communications in Computer and Information Science,Conference Paper,Daylight:0.646; sync:0.611; Facade:0.602; Computer science:0.564; Parametric design:0.503; Building information modeling:0.502; Parametric statistics:0.476; Daylighting:0.449,include,kinetic_facade,rule,strong:kinetic | soft:interactive | bldg:building; daylight; facade
2-s2.0-85041127006,10.1109/ICRERA.2016.7884508,A novel MPPT algorithm for photovoltie systems under dynamic partial shading-Recurrent scan and track method,2016,2016 IEEE International Conference on Renewable Energy Research and Applications Icrera 2016,Conference Paper,Maximum power point tracking:0.881; Shading:0.829; Photovoltaic system:0.722; Maximum power principle:0.648; Computer science:0.596; Track (disk drive):0.575; Tracking (education):0.529; Control theory (sociology):0.509,exclude,PV_electrical,rule,PV_electrical:mppt
2-s2.0-84973538521,,Adaptive building facade optimisation : An integrated Green-BIM approach,2016,Caadria 2016 21st International Conference on Computer Aided Architectural Design Research in Asia Living Systems and Micro Utopias Towards Continuous Designing,Conference Paper,Facade:0.86; Component (thermodynamics):0.66; Iterative design:0.645; Computer science:0.641; Process (computing):0.57; Engineering design process:0.546; Design process:0.536; Systems engineering:0.499,uncertain,soft_motion_facade,ai,soft:adaptive; dynamic | bldg:building; facade
2-s2.0-85125468288,,Origami Explorations A Generative Parametric Technique For kinetic cellular façade to optimize Daylight Performance,2016,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,,include,kinetic_facade,rule,strong:kinetic; origami | bldg:daylight; façade
2-s2.0-84973526839,,Adaptive decorative building skin,2016,Caadria 2016 21st International Conference on Computer Aided Architectural Design Research in Asia Living Systems and Micro Utopias Towards Continuous Designing,Conference Paper,Ornaments:0.916; Architecture:0.565; Expression (computer science):0.553; Function (biology):0.534; Computer science:0.525; Architectural engineering:0.495; Engineering:0.282; Visual arts:0.089,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:architect; building; skin
2-s2.0-84973549990,,The development of kinetic façade units with BIM-based active control system for the adaptive building energy performance service,2016,Caadria 2016 21st International Conference on Computer Aided Architectural Design Research in Asia Living Systems and Micro Utopias Towards Continuous Designing,Conference Paper,,include,kinetic_facade,rule,strong:kinetic | soft:adaptive | bldg:building; façade
2-s2.0-85067901098,,A method of energy simulation for dynamic building envelopes,2016,ASHRAE and Ibpsa Usa Building Simulation Conference,Conference Paper,Building envelope:0.668; Dynamic simulation:0.644; Envelope (radar):0.532; Dynamic insulation:0.515; Energy (signal processing):0.489; Computer science:0.463; Parametric statistics:0.454; Range (aeronautics):0.447,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:building; envelope
2-s2.0-84960221188,10.4324/9781315775869,Architecture of change: Adaptive building skins,2016,Routledge Companion for Architecture Design and Practice Established and Emerging Trends,Book Chapter,Architecture:0.678; History:0.384; Sociology:0.351; Archaeology:0.087,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:architect; building
2-s2.0-85127769591,,Material Active Geometry Constituting Programmable Materials for Responsive Building Skins,2016,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,Performative utterance:0.633; Flexibility (engineering):0.591; Architectural engineering:0.582; Rigidity (electromagnetism):0.499; Work (physics):0.436; Computer science:0.414; Engineering:0.395; Mechanical engineering:0.367,uncertain,soft_motion_facade,ai,soft:responsive | bldg:architect; building
2-s2.0-84989159548,,Study of energy and water conservation in a residential compound in Egypt,2016,International Journal of Applied Engineering Research,Article,,exclude,off_topic_lowsignal,ai_rescreen,
2-s2.0-85119252021,10.1002/SDTP.10687,Liquid Crystal Windows for Adaptive Facades,2016,Digest of Technical Papers SID International Symposium,Conference Paper,Overheating (electricity):0.968; Liquid crystal:0.515; GLARE:0.483; Computer science:0.431; Liquid-crystal display:0.412; Computer graphics (images):0.368; Engineering:0.346; Materials science:0.34,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:facade; window
2-s2.0-84992428115,10.1016/j.proeng.2016.08.029,The Sustainability of Adaptive Envelopes: Developments of Kinetic Architecture,2016,Procedia Engineering,Conference Paper,Sustainability:0.769; Architecture:0.625; Architectural engineering:0.583; Relevance (law):0.575; Building envelope:0.554; Computer science:0.49; Envelope (radar):0.457; Systems engineering:0.454,include,kinetic_facade,rule,strong:kinetic | soft:adaptive | bldg:architect; building; envelope
2-s2.0-85015006307,10.1201/b20891-86,An oak composite thermal dynamic envelope,2016,Structures and Architecture Proceedings of the 3rd International Conference on Structures and Architecture Icsa 2016,Conference Paper,Building envelope:0.657; Construct (python library):0.638; Envelope (radar):0.633; Context (archaeology):0.609; Computer science:0.57; Architectural engineering:0.535; Architecture:0.512; Work (physics):0.479,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:architect; building; envelope
