eid,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords,oa_match,oa_title_sim,openalex_id,oa_authors,oa_n_authors,oa_institutions,oa_countries,oa_rors,oa_concepts,oa_topics,oa_n_referenced_works,oa_cited_by_count,oa_counts_by_year,oa_is_oa,oa_oa_status,oa_source,oa_issn,oa_pub_year,oa_type,cr_match,cr_funders,cr_n_funders,cr_license_types,cr_has_license,cr_reference_count,cr_issn,cr_container_title,cr_published_year,cr_type
2-s2.0-84921894183,10.3992/1943-4618-9.4.125,Effect of a novel internal roller shading system on energy performance,2015,Journal of Green Building,15526100,9,4,125-145,Article,Yao J.,,,Ningbo University,China,3,1,,doi,,https://openalex.org/W1996579985,Jian Yao,1,Ningbo University,CN,https://ror.org/03et85d35,Shading:0.982; Transmittance:0.64; Environmental science:0.573; Solar energy:0.538; Solar gain:0.538; Energy performance:0.442; Meteorology:0.357; Energy consumption:0.344,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Wind and Air Flow Studies,22,4.0,"[{""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}]",True,bronze,Journal of Green Building,1552-6100; 1943-4618,2014.0,article,doi,,0,vor,True,25.0,1943-4618; 1552-6100,Journal of Green Building,2014.0,journal-article
2-s2.0-84939481406,,Control of wind-induced motion of tall buildings using smart façade systems,2015,Electronic Journal of Structural Engineering,,14,1,33-40,Article,Azad A.,,,University of Technology Sydney,Australia,8,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84976413619,,Daylighting as a sustainable approach for high-rise office in tropics,2015,Proceedings of the 26th International Business Information Management Association Conference Innovation Management and Sustainable Economic Competitive Advantage from Regional Development to Global Growth Ibima 2015,,,,3747-3761,Conference Paper,Lim Y.,,,Universiti Teknologi Malaysia,Malaysia,2,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84957877062,10.1016/j.proeng.2015.09.053,Dynamic Performance of the Shading-type Building-Integrated Photovoltaic Claddings,2015,Procedia Engineering,,121,,930-937,Conference Paper,Sun L.,,,Southwest Jiaotong University,China,21,1,,doi,,https://openalex.org/W2278621852,Liangliang Sun; Wenju Hu; Yanping Yuan; Xiaoling Cao; Bo Lei,5,Southwest Jiaotong University; Beijing University of Civil Engineering and Architecture,CN,https://ror.org/00hn7w693; https://ror.org/02yj0p855,Building-integrated photovoltaics:0.946; Shading:0.915; Photovoltaic system:0.733; Window (computing):0.531; Solar energy:0.424; Materials science:0.412; Engineering:0.368; Structural engineering:0.357,Solar Thermal and Photovoltaic Systems; Photovoltaic System Optimization Techniques; Building Energy and Comfort Optimization,11,24.0,"[{""year"": 2026, ""cited_by_count"": 3}, {""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 3}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 3}, {""year"": 2018, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 3}, {""year"": 2016, ""cited_by_count"": 1}]",True,diamond,Procedia Engineering,1877-7058,2015.0,article,doi,,0,tdm; vor,True,9.0,1877-7058,Procedia Engineering,2015.0,journal-article
2-s2.0-84955572973,10.1016/j.renene.2015.01.036,Decision methodology for the development of an expert system applied in an adaptable energy retrofit façade system for residential buildings,2015,Renewable Energy,09601481,78,,498-508,Article,Ochoa C.E.,,,Technion - Israel Institute of Technology,Israel,32,0,,doi,,https://openalex.org/W2079279458,Carlos Ernesto Ochoa; Isaac Guedi Capeluto,2,Technion – Israel Institute of Technology,IL,https://ror.org/03qryx823,Architectural engineering:0.607; Process (computing):0.601; Software:0.498; Systems engineering:0.481; Work (physics):0.455; Efficient energy use:0.432; Engineering:0.424; Computer science:0.423,Building Energy and Comfort Optimization; Sustainable Building Design and Assessment; Urban Planning and Valuation,35,33.0,"[{""year"": 2025, ""cited_by_count"": 6}, {""year"": 2024, ""cited_by_count"": 5}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 4}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2018, ""cited_by_count"": 3}, {""year"": 2017, ""cited_by_count"": 6}, {""year"": 2016, ""cited_by_count"": 3}]",False,closed,Renewable Energy,0960-1481; 1879-0682,2015.0,article,doi,European Commission; TBC; Fraunhofer IAO,3,tdm,True,39.0,0960-1481,Renewable Energy,2015.0,journal-article
2-s2.0-84983132737,,Towards an integrated decision tool for evaluation of energy performance during building and plant design,2015,Eg ICE 2015 22nd Workshop of the European Group of Intelligent Computing in Engineering,,,,,Conference Paper,Beltrami A.,,,University of Plymouth;Università degli Studi di Bergamo,United Kingdom;Italy,0,0,,title,1.0,https://openalex.org/W2268677236,Alberto Beltrami; Rory V. Jones; Pieter de Wilde; Marco Picco; Marco Marengo,5,University of Bergamo; University of Plymouth,IT; GB,https://ror.org/02mbd5571; https://ror.org/008n7pv89,Computer science:0.455; Architectural engineering:0.385; Environmental science:0.35; Engineering:0.275,"Building Energy and Comfort Optimization; Energy Efficiency and Management; Modeling, Simulation, and Optimization",7,0.0,[],True,green,PEARL (University of Plymouth),,2015.0,article,none,,0,,False,,,,,
2-s2.0-85016771258,10.18462/iir.icr.2015.0069,Dynamic thermal behavior of double-skin façade and adjacent interior comfort,2015,Refrigeration Science and Technology,01511637,,,4057-4064,Conference Paper,Serban A.,,,Universitatea Transilvania din Brașov,Romania,0,0,,none,,,,0,,,,,,0,,,,,,,,,not_found,,0,,False,,,,,
2-s2.0-84937400597,,Development of a modeling strategy for adaptive multifunctional solar energy building envelope systems,2015,Simulation Series,07359276,47,7,35-42,Conference Paper,Novelli N.,,,Rensselaer Polytechnic Institute,United States,9,0,,title,1.0,https://openalex.org/W2295750183,Nicholas Evan Novelli; Justin Shultz; Anna Dyson,3,Rensselaer Polytechnic Institute,US,https://ror.org/01rtyzb94,Modelica:0.805; Building envelope:0.724; Photovoltaic system:0.591; Context (archaeology):0.53; Computer science:0.506; Building science:0.482; Systems engineering:0.462; Daylighting:0.446,Building Energy and Comfort Optimization; Greenhouse Technology and Climate Control; Heat Transfer and Optimization,19,9.0,"[{""year"": 2024, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 2}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 3}]",False,closed,Annual Simulation Symposium,,2015.0,article,none,,0,,False,,,,,
2-s2.0-85114434219,,Thermal Activated Envelope A Method and Model for Embedding Behaviour in a Responsive Envelope by Bi-Materials,2015,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,26841843,2,,449-458,Conference Paper,Foged I.W.,,,Aalborg University,Denmark,11,0,,title,1.0,https://openalex.org/W2607396142,Isak Worre Foged; Anke Pasold,2,Aalborg University; Institute of History of Art and Musicology,DK; AT,https://ror.org/04m5j1k67; https://ror.org/007bwhe79,Envelope (radar):0.902; Embedding:0.694; Materials science:0.45; Building envelope:0.437; Thermal:0.437; Computer science:0.36; Biological system:0.325; Physics:0.264,Architecture and Computational Design,0,2.0,"[{""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}]",True,green,VBN Forskningsportal (Aalborg Universitet),,2015.0,article,none,,0,,False,,,,,
2-s2.0-84928232788,10.1007/978-3-319-09411-3_18,Kinematic design of a reconfigurable deployable canopy,2015,Mechanisms and Machine Science,22110984,24,,167-174,Conference Paper,Kiper G.,,,Izmir Yüksek Teknoloji Enstitüsü,Turkey,10,2,,doi,,https://openalex.org/W318620024,Gökhan Kiper; Fulya Gürcü; Kadir Burak Korkmaz; Eres Söylemez,4,Izmir Institute of Technology; Erciyes University; Middle East Technical University,TR,https://ror.org/03stptj97; https://ror.org/047g8vk19; https://ror.org/014weej12,Control reconfiguration:0.86; Mechanism (biology):0.821; Kinematics:0.794; Software deployment:0.599; Computer science:0.537; Mechanism design:0.481; Simulation:0.378; Engineering:0.321,Design Education and Practice; Manufacturing Process and Optimization; Robotic Mechanisms and Dynamics,6,9.0,"[{""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 1}]",True,green,Mechanisms and machine science,2211-0984; 2211-0992,2014.0,book-chapter,doi,,0,tdm; vor,True,10.0,2211-0984; 2211-0992,Mechanisms and Machine Science,2014.0,book-chapter
2-s2.0-84940094435,10.1117/12.2193570,A design of cylindrical lens for linear CCD used in dynamic envelope curve measurement of high-speed train,2015,Proceedings of SPIE the International Society for Optical Engineering,0277786X,9623,,,Conference Paper,Zhang Y.,,,Tianjin University,China,1,0,,doi,,https://openalex.org/W1822726362,Yan Zhang; Changjie Liu; Luhua Fu; Haiqing Liu,4,Tianjin University,CN,https://ror.org/012tb2g32,Distortion (music):0.869; Lens (geology):0.799; Envelope (radar):0.708; Optics:0.606; System of measurement:0.442; Gauss:0.414; Computer science:0.412; Physics:0.308,Optical measurement and interference techniques; Advanced Measurement and Detection Methods; Optical Systems and Laser Technology,4,2.0,"[{""year"": 2020, ""cited_by_count"": 2}]",False,closed,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",0277-786X; 1996-756X,2015.0,article,doi,,0,,False,8.0,0277-786X,SPIE Proceedings,2015.0,proceedings-article
2-s2.0-85005992551,,Compound semiconductor technology for modern RF modules: Status and future directions,2015,Cs Mantech 2015 2015 International Conference on Compound Semiconductor Manufacturing Technology,,,,11-14,Conference Paper,Green D.S.,,,Defense Advanced Research Projects Agency,United States,7,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-85034848863,10.1558/jca.v2i1.27129,Kinetic architecture and aerial rides: Towards a media archaeology of the revolving restaurant view,2015,Journal of Contemporary Archaeology,20513429,2,1,58-66,Article,Bull S.T.,,,Universitetet i Oslo,Norway,2,0,,doi,,https://openalex.org/W2233659809,Synne Tollerud Bull,1,University of Oslo,NO,https://ror.org/01xtthb56,Architecture:0.682; Computer science:0.562; Visual arts:0.493; Architectural engineering:0.44; Multimedia:0.37; Art:0.26; Engineering:0.162,Photography and Visual Culture; 3D Surveying and Cultural Heritage; Museums and Cultural Heritage,0,0.0,[],False,closed,Journal of Contemporary Archaeology,2051-3429; 2051-3437,2015.0,article,doi,,0,,False,0.0,2051-3437; 2051-3429,Journal of Contemporary Archaeology,2015.0,journal-article
2-s2.0-84940069270,10.1117/12.2193564,Field calibration of binocular stereo vision based on fast reconstruction of 3D control field,2015,Proceedings of SPIE the International Society for Optical Engineering,0277786X,9623,,,Conference Paper,Zhang H.,,,The State Key Laboratory of Precision Measurement Technology and Instruments,China,1,0,,doi,,https://openalex.org/W1112979573,Haijun Zhang; Changjie Liu; Luhua Fu; Yin Guo,4,Tianjin University,CN,https://ror.org/012tb2g32,Computer science:0.808; Calibration:0.736; Computer vision:0.556; Field (mathematics):0.525; Artificial intelligence:0.507; Field of view:0.47; Envelope (radar):0.439; Software portability:0.418,Optical Systems and Laser Technology; Advanced Measurement and Detection Methods; Optical measurement and interference techniques,11,0.0,[],False,closed,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",0277-786X; 1996-756X,2015.0,article,doi,,0,,False,17.0,0277-786X,SPIE Proceedings,2015.0,proceedings-article
2-s2.0-84924973550,10.1109/IAS.2014.6978480,Simulation and sensitivity analysis of a fuzzy-based building automation control system,2014,2014 IEEE Industry Application Society Annual Meeting IAS 2014,,,,,Conference Paper,Martirano L.,,,Sapienza Università di Roma,Italy,10,0,,doi,,https://openalex.org/W2048652896,Luigi Martirano; Giuseppe Parise; Luigi Parise; Matteo Manganelli,4,Sapienza University of Rome,IT,https://ror.org/02be6w209,Building automation:0.735; Daylight:0.638; Computer science:0.564; Fuzzy logic:0.507; Automation:0.492; Efficient energy use:0.481; Exploit:0.478; Intelligent control:0.45,Building Energy and Comfort Optimization; IoT-based Smart Home Systems; Elevator Systems and Control,26,12.0,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 2}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 2}]",False,closed,,,2014.0,article,doi,,0,,False,28.0,,2014 IEEE Industry Application Society Annual Meeting,2014.0,proceedings-article
2-s2.0-85058721082,10.1016/j.applthermaleng.2014.08.007,Optimal topology of urban buildings for maximization of annual solar irradiation availability using a genetic algorithm,2014,Applied Thermal Engineering,13594311,73,1,424-437,Article,Conceicao Antonio C.A.,,,Universidade do Porto,Portugal,28,0,,doi,,https://openalex.org/W2067275789,Carlos Alberto Conceição António; João Brasileiro Monteiro; Clito Afonso,3,Universidade do Porto,PT,https://ror.org/043pwc612,Genetic algorithm:0.591; Shading:0.544; Grid:0.533; Solar energy:0.51; Maximization:0.503; Irradiation:0.487; Environmental science:0.45; Sunlight:0.426,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Wind and Air Flow Studies,37,28.0,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 3}, {""year"": 2021, ""cited_by_count"": 4}, {""year"": 2020, ""cited_by_count"": 5}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 3}, {""year"": 2016, ""cited_by_count"": 3}, {""year"": 2015, ""cited_by_count"": 5}]",False,closed,Applied Thermal Engineering,1359-4311; 1873-5606,2014.0,article,doi,,0,tdm,True,33.0,1359-4311,Applied Thermal Engineering,2014.0,journal-article
2-s2.0-84920069218,10.1109/CSICS.2014.6978567,Materials and integration strategies for modern RF integrated circuits,2014,Technical Digest IEEE Compound Semiconductor Integrated Circuit Symposium Csic,15508781,,,,Conference Paper,Green D.S.,,,Defense Advanced Research Projects Agency,United States,9,0,,doi,,https://openalex.org/W2327329173,Daniel S. Green; Carl L. Dohrman; Avinash S. Kane; Tsu-Hsi Chang,4,Defense Advanced Research Projects Agency; Booz Allen Hamilton (United States),US,https://ror.org/02caytj08; https://ror.org/051rcp357,Integrated circuit:0.588; Electronics:0.575; Transistor:0.567; Electrical engineering:0.492; CMOS:0.484; Microsystem:0.432; Electronic circuit:0.43; Radio frequency:0.428,Radio Frequency Integrated Circuit Design; Acoustic Wave Resonator Technologies; 3D IC and TSV technologies,17,8.0,"[{""year"": 2024, ""cited_by_count"": 2}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 1}]",False,closed,,,2014.0,article,doi,,0,,False,18.0,,2014 IEEE Compound Semiconductor Integrated Circuit Symposium (CSICS),2014.0,proceedings-article
2-s2.0-84921915622,10.3844/ajassp.2014.1766.1772,Dynamic daylight and solar control in tropical climate,2014,American Journal of Applied Sciences,15469239,11,10,1766-1772,Article,Lim Y.,,,Universiti Teknologi Malaysia,Malaysia,3,1,,doi,,https://openalex.org/W2018219201,Yaik-Wah Lim,1,,,,Daylight:0.902; Daylighting:0.891; Sky:0.843; Sunlight:0.79; Overcast:0.711; Shading:0.676; Tropical climate:0.645; Environmental science:0.643,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Impact of Light on Environment and Health,8,3.0,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 1}]",True,hybrid,American Journal of Applied Sciences,1546-9239; 1554-3641,2014.0,article,doi,,0,,False,0.0,1546-9239,American Journal of Applied Sciences,2014.0,journal-article
2-s2.0-84910683434,10.1061/(ASCE)EY.1943-7897.0000149,Exergy management between a building and its environment for residential hvac,2014,Journal of Energy Engineering,07339402,140,4,,Article,Lingo L.E.,,,College of Engineering and Computer Science,United States,5,0,,doi,,https://openalex.org/W2017984832,Lowell E. Lingo; Utpal Roy,2,Syracuse University,US,https://ror.org/025r5qe02,Roof:0.834; HVAC:0.746; Building envelope:0.702; Dynamic insulation:0.595; Environmental science:0.562; Heat transfer:0.498; Passive cooling:0.477; Heating system:0.474,Building Energy and Comfort Optimization; Solar Energy Systems and Technologies,5,6.0,"[{""year"": 2022, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 1}]",False,closed,Journal of Energy Engineering,0733-9402; 1943-7897,2013.0,article,doi,,0,,False,8.0,0733-9402; 1943-7897,Journal of Energy Engineering,2014.0,journal-article
